id_match,season,date,home,score,away
1,2003,2003-03-29,Athletico PR,2x0,Grêmio
2,2003,2003-03-29,Guarani,4x2,Vasco da Gama
3,2003,2003-03-30,Corinthians,0x3,Atlético MG
4,2003,2003-03-30,Goiás,2x2,Paysandu
5,2003,2003-03-30,Criciúma,2x0,Fluminense
6,2003,2003-03-30,Cruzeiro,2x2,São Caetano
7,2003,2003-03-30,Flamengo,1x1,Coritiba
8,2003,2003-03-30,Fortaleza,0x0,Bahia
9,2003,2003-03-30,Internacional,1x1,Ponte Preta
10,2003,2003-03-30,Juventude,2x2,São Paulo
11,2003,2003-03-30,Santos,2x2,Paraná
12,2003,2003-03-30,Vitória,1x1,Figueirense
13,2003,2003-04-05,Fluminense,1x1,Fortaleza
14,2003,2003-04-05,Atlético MG,0x0,Santos
15,2003,2003-04-05,Grêmio,3x1,Guarani
16,2003,2003-04-05,Coritiba,0x1,Internacional
17,2003,2003-04-06,Bahia,1x2,Flamengo
18,2003,2003-04-06,Vasco da Gama,6x4,Goiás
19,2003,2003-04-06,Figueirense,3x3,Corinthians
20,2003,2003-04-06,São Paulo,2x4,Cruzeiro
21,2003,2003-04-06,Paysandu,1x2,Vitória
22,2003,2003-04-06,Ponte Preta,1x0,Juventude
23,2003,2003-04-06,Paraná,3x0,Athletico PR
24,2003,2003-04-06,São Caetano,3x2,Criciúma
25,2003,2003-04-09,Paysandu,2x1,Santos
26,2003,2003-04-12,Internacional,2x0,Bahia
27,2003,2003-04-12,Athletico PR,1x2,Atlético MG
28,2003,2003-04-12,Corinthians,6x1,Paysandu
29,2003,2003-04-12,Santos,2x0,Figueirense
30,2003,2003-04-13,Cruzeiro,3x0,Ponte Preta
31,2003,2003-04-13,Vitória,2x1,Vasco da Gama
32,2003,2003-04-13,Flamengo,4x1,Fluminense
33,2003,2003-04-13,Criciúma,1x1,São Paulo
34,2003,2003-04-13,Fortaleza,1x1,São Caetano
35,2003,2003-04-13,Juventude,2x1,Coritiba
36,2003,2003-04-13,Guarani,2x0,Paraná
37,2003,2003-04-13,Goiás,1x1,Grêmio
38,2003,2003-04-16,São Caetano,1x1,Flamengo
39,2003,2003-04-16,Vasco da Gama,2x2,Corinthians
40,2003,2003-04-16,Bahia,3x1,Juventude
41,2003,2003-04-16,Grêmio,2x1,Vitória
42,2003,2003-04-16,Coritiba,3x4,Cruzeiro
43,2003,2003-04-16,Atlético MG,3x2,Guarani
44,2003,2003-04-16,Figueirense,1x1,Athletico PR
45,2003,2003-04-16,Ponte Preta,1x1,Criciúma
46,2003,2003-04-17,Fluminense,3x1,Internacional
47,2003,2003-04-17,Paraná,3x1,Goiás
48,2003,2003-04-17,São Paulo,3x1,Fortaleza
49,2003,2003-04-19,Flamengo,0x2,Santos
50,2003,2003-04-19,Bahia,2x4,Atlético MG
51,2003,2003-04-19,São Caetano,1x1,Grêmio
52,2003,2003-04-20,São Paulo,3x1,Vasco da Gama
53,2003,2003-04-20,Fluminense,0x0,Paraná
54,2003,2003-04-20,Cruzeiro,4x1,Goiás
55,2003,2003-04-20,Internacional,2x1,Corinthians
56,2003,2003-04-20,Ponte Preta,4x4,Paysandu
57,2003,2003-04-20,Fortaleza,1x0,Athletico PR
58,2003,2003-04-20,Juventude,1x1,Vitória
59,2003,2003-04-20,Criciúma,1x0,Guarani
60,2003,2003-04-21,Coritiba,1x0,Figueirense
61,2003,2003-04-26,Atlético MG,1x2,Coritiba
62,2003,2003-04-26,Paraná,3x1,Bahia
63,2003,2003-04-26,Guarani,1x1,Cruzeiro
64,2003,2003-04-26,Vitória,0x3,Internacional
65,2003,2003-04-27,Grêmio,0x1,Fluminense
66,2003,2003-04-27,Corinthians,1x1,Flamengo
67,2003,2003-04-27,Vasco da Gama,1x0,São Caetano
68,2003,2003-04-27,Goiás,7x0,Juventude
69,2003,2003-04-27,Paysandu,5x2,São Paulo
70,2003,2003-04-27,Santos,4x0,Fortaleza
71,2003,2003-04-27,Athletico PR,5x2,Criciúma
72,2003,2003-04-27,Figueirense,0x0,Ponte Preta
73,2003,2003-05-03,Bahia,2x1,Grêmio
74,2003,2003-05-03,Cruzeiro,5x2,Athletico PR
75,2003,2003-05-03,Flamengo,2x1,Vitória
76,2003,2003-05-04,Coritiba,2x1,Paraná
77,2003,2003-05-04,Criciúma,1x3,Santos
78,2003,2003-05-04,Fluminense,0x0,Vasco da Gama
79,2003,2003-05-04,Fortaleza,1x2,Corinthians
80,2003,2003-05-04,Internacional,2x1,Goiás
81,2003,2003-05-04,Juventude,1x1,Guarani
82,2003,2003-05-04,Ponte Preta,2x1,Atlético MG
83,2003,2003-05-04,São Caetano,2x0,Paysandu
84,2003,2003-05-04,São Paulo,3x2,Figueirense
85,2003,2003-05-10,Corinthians,3x0,Criciúma
86,2003,2003-05-10,Goiás,1x1,Flamengo
87,2003,2003-05-10,Paraná,3x2,Ponte Preta
88,2003,2003-05-10,Santos,0x2,Cruzeiro
89,2003,2003-05-11,Atlético MG,2x2,São Paulo
90,2003,2003-05-11,Athletico PR,2x0,Juventude
91,2003,2003-05-11,Figueirense,3x0,São Caetano
92,2003,2003-05-11,Grêmio,1x0,Coritiba
93,2003,2003-05-11,Guarani,3x0,Internacional
94,2003,2003-05-11,Paysandu,2x2,Fluminense
95,2003,2003-05-11,Vasco da Gama,1x1,Bahia
96,2003,2003-05-11,Vitória,2x1,Fortaleza
97,2003,2003-05-17,Juventude,1x1,Santos
98,2003,2003-05-17,Fluminense,3x0,Figueirense
99,2003,2003-05-17,São Caetano,2x0,Atlético MG
100,2003,2003-05-18,Bahia,2x0,Paysandu
101,2003,2003-05-18,São Paulo,2x0,Paraná
102,2003,2003-05-18,Coritiba,1x1,Vasco da Gama
103,2003,2003-05-18,Criciúma,1x1,Vitória
104,2003,2003-05-18,Cruzeiro,1x1,Corinthians
105,2003,2003-05-18,Flamengo,1x1,Guarani
106,2003,2003-05-18,Fortaleza,1x0,Goiás
107,2003,2003-05-18,Internacional,1x1,Athletico PR
108,2003,2003-05-18,Ponte Preta,2x1,Grêmio
109,2003,2003-05-24,Atlético MG,3x0,Fluminense
110,2003,2003-05-24,Corinthians,3x0,Juventude
111,2003,2003-05-24,Paraná,1x1,São Caetano
112,2003,2003-05-24,Vasco da Gama,1x0,Ponte Preta
113,2003,2003-05-25,Athletico PR,4x1,Flamengo
114,2003,2003-05-25,Figueirense,1x0,Bahia
115,2003,2003-05-25,Goiás,0x2,Criciúma
116,2003,2003-05-25,Grêmio,1x2,São Paulo
117,2003,2003-05-25,Guarani,2x1,Fortaleza
118,2003,2003-05-25,Paysandu,1x3,Coritiba
119,2003,2003-05-25,Santos,2x1,Internacional
120,2003,2003-05-25,Vitória,2x1,Cruzeiro
121,2003,2003-05-31,Coritiba,3x2,Guarani
122,2003,2003-05-31,Cruzeiro,2x0,Criciúma
123,2003,2003-05-31,Fluminense,2x1,Athletico PR
124,2003,2003-05-31,Internacional,2x1,Paysandu
125,2003,2003-05-31,Ponte Preta,0x0,São Caetano
126,2003,2003-06-01,Bahia,2x1,Goiás
127,2003,2003-06-01,Corinthians,4x0,Vitória
128,2003,2003-06-01,Figueirense,2x1,Grêmio
129,2003,2003-06-01,Fortaleza,3x1,Juventude
130,2003,2003-06-01,Paraná,6x2,Flamengo
131,2003,2003-06-01,Santos,3x2,São Paulo
132,2003,2003-06-01,Vasco da Gama,2x2,Atlético MG
133,2003,2003-06-07,Atlético MG,1x1,Figueirense
134,2003,2003-06-07,Grêmio,3x1,Fortaleza
135,2003,2003-06-07,Guarani,1x2,Santos
136,2003,2003-06-07,Vitória,2x1,Fluminense
137,2003,2003-06-08,Athletico PR,4x2,Ponte Preta
138,2003,2003-06-08,Criciúma,1x0,Internacional
139,2003,2003-06-08,Goiás,1x2,Coritiba
140,2003,2003-06-08,Juventude,0x0,Vasco da Gama
141,2003,2003-06-08,Paysandu,3x0,Paraná
142,2003,2003-06-08,São Caetano,1x0,Corinthians
143,2003,2003-06-08,São Paulo,2x2,Bahia
144,2003,2003-06-14,Fluminense,2x3,Goiás
145,2003,2003-06-14,Ponte Preta,0x2,Guarani
146,2003,2003-06-14,Coritiba,2x0,Athletico PR
147,2003,2003-06-15,Bahia,2x1,Vitória
148,2003,2003-06-15,Corinthians,1x2,São Paulo
149,2003,2003-06-15,Criciúma,1x0,Figueirense
150,2003,2003-06-15,Cruzeiro,0x0,Atlético MG
151,2003,2003-06-15,Fortaleza,1x2,Paysandu
152,2003,2003-06-15,Grêmio,0x0,Internacional
153,2003,2003-06-15,Paraná,1x2,Juventude
154,2003,2003-06-15,Santos,0x1,São Caetano
155,2003,2003-06-15,Vasco da Gama,1x2,Flamengo
156,2003,2003-06-18,Flamengo,3x0,Cruzeiro
157,2003,2003-06-19,Bahia,2x2,Coritiba
158,2003,2003-06-21,Atlético MG,3x2,Grêmio
159,2003,2003-06-21,São Paulo,1x0,Goiás
160,2003,2003-06-21,Vasco da Gama,2x0,Criciúma
161,2003,2003-06-21,Internacional,2x1,Paraná
162,2003,2003-06-22,Figueirense,2x2,Fortaleza
163,2003,2003-06-22,Fluminense,5x2,Guarani
164,2003,2003-06-22,Juventude,0x1,Cruzeiro
165,2003,2003-06-22,Paysandu,2x2,Flamengo
166,2003,2003-06-22,Ponte Preta,3x3,Corinthians
167,2003,2003-06-22,São Caetano,2x1,Vitória
168,2003,2003-06-28,Coritiba,2x0,São Caetano
169,2003,2003-06-28,Flamengo,0x2,Figueirense
170,2003,2003-06-28,Fortaleza,0x1,Vasco da Gama
171,2003,2003-06-28,Grêmio,1x4,Juventude
172,2003,2003-06-28,Santos,4x0,Bahia
173,2003,2003-06-29,Corinthians,1x0,Fluminense
174,2003,2003-06-29,Criciúma,2x0,Paysandu
175,2003,2003-06-29,Cruzeiro,3x2,Internacional
176,2003,2003-06-29,Guarani,0x1,São Paulo
177,2003,2003-06-29,Paraná,1x1,Atlético MG
178,2003,2003-06-29,Vitória,1x0,Athletico PR
179,2003,2003-07-05,Vasco da Gama,1x4,Paraná
180,2003,2003-07-05,São Paulo,1x1,São Caetano
181,2003,2003-07-05,Atlético MG,3x2,Paysandu
182,2003,2003-07-05,Figueirense,1x0,Cruzeiro
183,2003,2003-07-06,Juventude,1x1,Internacional
184,2003,2003-07-06,Grêmio,2x0,Flamengo
185,2003,2003-07-06,Fluminense,1x0,Bahia
186,2003,2003-07-06,Guarani,3x2,Goiás
187,2003,2003-07-06,Athletico PR,3x1,Corinthians
188,2003,2003-07-06,Fortaleza,0x1,Criciúma
189,2003,2003-07-06,Vitória,1x4,Ponte Preta
190,2003,2003-07-06,Santos,3x1,Coritiba
191,2003,2003-07-09,Cruzeiro,2x0,Fortaleza
192,2003,2003-07-09,Bahia,2x0,Guarani
193,2003,2003-07-09,São Caetano,0x0,Athletico PR
194,2003,2003-07-09,Flamengo,2x1,Juventude
195,2003,2003-07-09,Internacional,2x1,Vasco da Gama
196,2003,2003-07-09,Goiás,1x1,Vitória
197,2003,2003-07-09,Coritiba,0x2,São Paulo
198,2003,2003-07-09,Paysandu,1x0,Figueirense
199,2003,2003-07-09,Corinthians,1x1,Santos
200,2003,2003-07-10,Paraná,3x1,Grêmio
201,2003,2003-07-10,Ponte Preta,3x0,Fluminense
202,2003,2003-07-10,Criciúma,1x0,Atlético MG
203,2003,2003-07-12,Athletico PR,0x0,Goiás
204,2003,2003-07-12,Fortaleza,3x0,Internacional
205,2003,2003-07-12,Vasco da Gama,0x2,Paysandu
206,2003,2003-07-13,Atlético MG,1x0,Flamengo
207,2003,2003-07-13,Corinthians,0x1,Coritiba
208,2003,2003-07-13,Criciúma,3x0,Juventude
209,2003,2003-07-13,Figueirense,4x2,Paraná
210,2003,2003-07-13,Fluminense,1x3,São Paulo
211,2003,2003-07-13,Grêmio,0x1,Cruzeiro
212,2003,2003-07-13,Ponte Preta,1x0,Bahia
213,2003,2003-07-13,São Caetano,0x2,Guarani
214,2003,2003-07-13,Vitória,2x0,Santos
215,2003,2003-07-16,Bahia,0x0,São Caetano
216,2003,2003-07-16,Coritiba,3x0,Fluminense
217,2003,2003-07-16,Cruzeiro,4x1,Vasco da Gama
218,2003,2003-07-16,Flamengo,0x2,Fortaleza
219,2003,2003-07-16,Goiás,1x1,Corinthians
220,2003,2003-07-16,Guarani,2x2,Vitória
221,2003,2003-07-16,Internacional,3x3,Atlético MG
222,2003,2003-07-16,Juventude,1x2,Figueirense
223,2003,2003-07-16,Santos,2x1,Ponte Preta
224,2003,2003-07-17,Paysandu,1x1,Grêmio
225,2003,2003-07-17,São Paulo,2x0,Athletico PR
226,2003,2003-07-19,Corinthians,1x0,Guarani
227,2003,2003-07-19,Fluminense,1x4,Santos
228,2003,2003-07-19,Fortaleza,4x3,Atlético MG
229,2003,2003-07-19,Internacional,3x0,Figueirense
230,2003,2003-07-20,Juventude,2x0,Paysandu
231,2003,2003-07-20,Athletico PR,2x1,Bahia
232,2003,2003-07-20,Criciúma,4x3,Flamengo
233,2003,2003-07-20,Cruzeiro,5x1,Paraná
234,2003,2003-07-20,Goiás,2x1,São Caetano
235,2003,2003-07-20,Ponte Preta,1x1,Coritiba
236,2003,2003-07-20,Vasco da Gama,2x0,Grêmio
237,2003,2003-07-20,Vitória,0x2,São Paulo
238,2003,2003-07-23,Atlético MG,2x1,Juventude
239,2003,2003-07-23,Bahia,0x0,Corinthians
240,2003,2003-07-23,Figueirense,0x0,Vasco da Gama
241,2003,2003-07-23,Guarani,1x0,Athletico PR
242,2003,2003-07-23,Paraná,4x1,Fortaleza
243,2003,2003-07-23,Paysandu,3x0,Cruzeiro
244,2003,2003-07-23,Santos,3x3,Goiás
245,2003,2003-07-24,Coritiba,1x1,Vitória
246,2003,2003-07-24,Flamengo,2x1,Internacional
247,2003,2003-07-24,Grêmio,0x2,Criciúma
248,2003,2003-07-24,São Caetano,2x0,Fluminense
249,2003,2003-07-24,São Paulo,1x2,Ponte Preta
250,2003,2003-07-26,Athletico PR,1x1,Paysandu
251,2003,2003-07-26,Goiás,1x1,Atlético MG
252,2003,2003-07-26,Santos,2x1,Vasco da Gama
253,2003,2003-07-27,Corinthians,1x0,Grêmio
254,2003,2003-07-27,Criciúma,2x3,Coritiba
255,2003,2003-07-27,Cruzeiro,5x2,Bahia
256,2003,2003-07-27,Flamengo,1x1,São Paulo
257,2003,2003-07-27,Fortaleza,2x3,Ponte Preta
258,2003,2003-07-27,Guarani,3x0,Figueirense
259,2003,2003-07-27,Internacional,0x0,São Caetano
260,2003,2003-07-27,Juventude,2x1,Fluminense
261,2003,2003-07-27,Vitória,0x3,Paraná
262,2003,2003-07-30,Athletico PR,0x2,Santos
263,2003,2003-07-30,Goiás,0x0,Ponte Preta
264,2003,2003-07-31,Paraná,2x1,Criciúma
265,2003,2003-08-02,Fluminense,2x2,Cruzeiro
266,2003,2003-08-02,Grêmio,2x0,Santos
267,2003,2003-08-02,São Caetano,1x1,Juventude
268,2003,2003-08-02,São Paulo,0x2,Internacional
269,2003,2003-08-03,Atlético MG,1x0,Vitória
270,2003,2003-08-03,Bahia,2x2,Criciúma
271,2003,2003-08-03,Coritiba,1x1,Fortaleza
272,2003,2003-08-03,Figueirense,0x1,Goiás
273,2003,2003-08-03,Paraná,1x1,Corinthians
274,2003,2003-08-03,Paysandu,6x1,Guarani
275,2003,2003-08-03,Ponte Preta,1x1,Flamengo
276,2003,2003-08-03,Vasco da Gama,2x1,Athletico PR
277,2003,2003-08-06,Athletico PR,1x0,Paraná
278,2003,2003-08-06,Criciúma,0x1,São Caetano
279,2003,2003-08-06,Cruzeiro,1x1,São Paulo
280,2003,2003-08-06,Fortaleza,3x1,Fluminense
281,2003,2003-08-06,Goiás,3x1,Vasco da Gama
282,2003,2003-08-06,Juventude,0x0,Ponte Preta
283,2003,2003-08-06,Santos,3x3,Atlético MG
284,2003,2003-08-06,Vitória,1x1,Paysandu
285,2003,2003-08-07,Corinthians,0x1,Figueirense
286,2003,2003-08-07,Flamengo,6x0,Bahia
287,2003,2003-08-07,Guarani,2x0,Grêmio
288,2003,2003-08-07,Internacional,1x0,Coritiba
289,2003,2003-08-09,Fluminense,1x1,Criciúma
290,2003,2003-08-09,Paraná,1x2,Santos
291,2003,2003-08-09,São Caetano,2x0,Cruzeiro
292,2003,2003-08-09,São Paulo,3x1,Juventude
293,2003,2003-08-10,Atlético MG,2x3,Corinthians
294,2003,2003-08-10,Bahia,1x0,Fortaleza
295,2003,2003-08-10,Coritiba,5x0,Flamengo
296,2003,2003-08-10,Figueirense,1x2,Vitória
297,2003,2003-08-10,Grêmio,1x1,Athletico PR
298,2003,2003-08-10,Paysandu,2x2,Goiás
299,2003,2003-08-10,Ponte Preta,1x4,Internacional
300,2003,2003-08-10,Vasco da Gama,0x0,Guarani
301,2003,2003-08-16,Atlético MG,1x2,Athletico PR
302,2003,2003-08-16,Bahia,1x3,Internacional
303,2003,2003-08-16,Coritiba,1x0,Juventude
304,2003,2003-08-16,Figueirense,1x0,Santos
305,2003,2003-08-16,São Paulo,0x0,Criciúma
306,2003,2003-08-16,Vasco da Gama,1x0,Vitória
307,2003,2003-08-17,Fluminense,0x1,Flamengo
308,2003,2003-08-17,Grêmio,0x1,Goiás
309,2003,2003-08-17,Paraná,0x0,Guarani
310,2003,2003-08-17,Paysandu,2x2,Corinthians
311,2003,2003-08-17,Ponte Preta,1x3,Cruzeiro
312,2003,2003-08-17,São Caetano,3x0,Fortaleza
313,2003,2003-08-20,Athletico PR,1x2,Figueirense
314,2003,2003-08-20,Corinthians,0x0,Vasco da Gama
315,2003,2003-08-20,Cruzeiro,2x2,Coritiba
316,2003,2003-08-20,Flamengo,1x0,São Caetano
317,2003,2003-08-20,Fortaleza,0x2,São Paulo
318,2003,2003-08-20,Goiás,1x0,Paraná
319,2003,2003-08-20,Juventude,1x0,Bahia
320,2003,2003-08-20,Santos,2x0,Paysandu
321,2003,2003-08-20,Vitória,4x1,Grêmio
322,2003,2003-08-21,Guarani,2x2,Atlético MG
323,2003,2003-08-21,Criciúma,3x0,Ponte Preta
324,2003,2003-08-21,Internacional,0x1,Fluminense
325,2003,2003-08-23,Athletico PR,3x1,Fortaleza
326,2003,2003-08-23,Goiás,1x0,Cruzeiro
327,2003,2003-08-23,Grêmio,0x0,São Caetano
328,2003,2003-08-23,Santos,2x1,Flamengo
329,2003,2003-08-24,Atlético MG,1x0,Bahia
330,2003,2003-08-24,Corinthians,3x1,Internacional
331,2003,2003-08-24,Figueirense,1x2,Coritiba
332,2003,2003-08-24,Guarani,1x0,Criciúma
333,2003,2003-08-24,Paraná,2x0,Fluminense
334,2003,2003-08-24,Paysandu,3x2,Ponte Preta
335,2003,2003-08-24,Vasco da Gama,3x2,São Paulo
336,2003,2003-08-24,Vitória,3x0,Juventude
337,2003,2003-08-30,Cruzeiro,4x1,Guarani
338,2003,2003-08-30,Fluminense,2x0,Grêmio
339,2003,2003-08-30,Fortaleza,0x0,Santos
340,2003,2003-08-30,Internacional,0x1,Vitória
341,2003,2003-08-30,São Paulo,1x0,Paysandu
342,2003,2003-08-31,Bahia,4x2,Paraná
343,2003,2003-08-31,Coritiba,2x2,Atlético MG
344,2003,2003-08-31,Criciúma,2x0,Athletico PR
345,2003,2003-08-31,Flamengo,1x0,Corinthians
346,2003,2003-08-31,Juventude,0x2,Goiás
347,2003,2003-08-31,Ponte Preta,1x1,Figueirense
348,2003,2003-08-31,São Caetano,1x0,Vasco da Gama
349,2003,2003-09-13,Athletico PR,1x4,Cruzeiro
350,2003,2003-09-13,Corinthians,2x0,Fortaleza
351,2003,2003-09-13,Grêmio,1x1,Bahia
352,2003,2003-09-13,Santos,5x2,Criciúma
353,2003,2003-09-14,Atlético MG,2x0,Ponte Preta
354,2003,2003-09-14,Figueirense,2x2,São Paulo
355,2003,2003-09-14,Goiás,3x1,Internacional
356,2003,2003-09-14,Guarani,2x0,Juventude
357,2003,2003-09-14,Paraná,2x3,Coritiba
358,2003,2003-09-14,Paysandu,1x0,São Caetano
359,2003,2003-09-14,Vasco da Gama,1x0,Fluminense
360,2003,2003-09-14,Vitória,1x0,Flamengo
361,2003,2003-09-20,Coritiba,1x0,Grêmio
362,2003,2003-09-20,Cruzeiro,3x0,Santos
363,2003,2003-09-20,Ponte Preta,4x0,Paraná
364,2003,2003-09-20,Fluminense,1x1,Paysandu
365,2003,2003-09-20,Internacional,2x0,Guarani
366,2003,2003-09-21,Bahia,3x0,Vasco da Gama
367,2003,2003-09-21,Criciúma,1x0,Corinthians
368,2003,2003-09-21,Flamengo,1x1,Goiás
369,2003,2003-09-21,Fortaleza,1x0,Vitória
370,2003,2003-09-21,Juventude,4x0,Athletico PR
371,2003,2003-09-21,São Caetano,0x2,Figueirense
372,2003,2003-09-21,São Paulo,2x2,Atlético MG
373,2003,2003-09-24,Goiás,0x1,Fortaleza
374,2003,2003-09-24,Paysandu,4x0,Bahia
375,2003,2003-09-24,Vitória,1x1,Criciúma
376,2003,2003-09-24,Grêmio,2x2,Ponte Preta
377,2003,2003-09-24,Athletico PR,2x1,Internacional
378,2003,2003-09-24,Santos,1x1,Juventude
379,2003,2003-09-24,Guarani,5x3,Flamengo
380,2003,2003-09-24,Paraná,4x2,São Paulo
381,2003,2003-09-24,Corinthians,0x1,Cruzeiro
382,2003,2003-09-25,Atlético MG,3x1,São Caetano
383,2003,2003-09-25,Figueirense,2x2,Fluminense
384,2003,2003-09-25,Vasco da Gama,1x0,Coritiba
385,2003,2003-09-27,Flamengo,2x1,Athletico PR
386,2003,2003-09-27,Internacional,1x0,Santos
387,2003,2003-09-27,São Paulo,3x1,Grêmio
388,2003,2003-09-28,Bahia,1x1,Figueirense
389,2003,2003-09-28,Coritiba,1x0,Paysandu
390,2003,2003-09-28,Criciúma,1x0,Goiás
391,2003,2003-09-28,Cruzeiro,1x0,Vitória
392,2003,2003-09-28,Fluminense,0x1,Atlético MG
393,2003,2003-09-28,Fortaleza,3x0,Guarani
394,2003,2003-09-28,Juventude,6x1,Corinthians
395,2003,2003-09-28,Ponte Preta,2x2,Vasco da Gama
396,2003,2003-09-28,São Caetano,2x0,Paraná
397,2003,2003-10-04,Athletico PR,0x0,Fluminense
398,2003,2003-10-04,Paysandu,0x0,Internacional
399,2003,2003-10-04,Grêmio,3x1,Figueirense
400,2003,2003-10-04,São Caetano,1x0,Ponte Preta
401,2003,2003-10-04,São Paulo,1x2,Santos
402,2003,2003-10-05,Vitória,1x2,Corinthians
403,2003,2003-10-05,Flamengo,0x3,Paraná
404,2003,2003-10-05,Goiás,3x1,Bahia
405,2003,2003-10-05,Atlético MG,2x1,Vasco da Gama
406,2003,2003-10-05,Juventude,2x2,Fortaleza
407,2003,2003-10-05,Criciúma,1x3,Cruzeiro
408,2003,2003-10-05,Guarani,2x1,Coritiba
409,2003,2003-10-08,Cruzeiro,2x0,Flamengo
410,2003,2003-10-08,Coritiba,1x0,Goiás
411,2003,2003-10-08,Bahia,3x0,São Paulo
412,2003,2003-10-08,Santos,1x1,Guarani
413,2003,2003-10-08,Ponte Preta,2x2,Athletico PR
414,2003,2003-10-08,Fortaleza,2x2,Grêmio
415,2003,2003-10-08,Vasco da Gama,1x1,Juventude
416,2003,2003-10-08,Corinthians,0x3,São Caetano
417,2003,2003-10-09,Fluminense,2x0,Vitória
418,2003,2003-10-09,Paraná,4x2,Paysandu
419,2003,2003-10-09,Figueirense,0x1,Atlético MG
420,2003,2003-10-09,Internacional,2x0,Criciúma
421,2003,2003-10-11,São Caetano,2x2,Santos
422,2003,2003-10-11,Athletico PR,2x0,Coritiba
423,2003,2003-10-11,Guarani,1x3,Ponte Preta
424,2003,2003-10-12,Vitória,2x1,Bahia
425,2003,2003-10-12,Flamengo,2x1,Vasco da Gama
426,2003,2003-10-12,Goiás,6x1,Fluminense
427,2003,2003-10-12,São Paulo,3x0,Corinthians
428,2003,2003-10-12,Atlético MG,0x1,Cruzeiro
429,2003,2003-10-12,Internacional,0x1,Grêmio
430,2003,2003-10-12,Juventude,1x1,Paraná
431,2003,2003-10-12,Figueirense,4x2,Criciúma
432,2003,2003-10-15,Paysandu,3x0,Fortaleza
433,2003,2003-10-18,Coritiba,3x2,Bahia
434,2003,2003-10-18,Grêmio,2x2,Atlético MG
435,2003,2003-10-18,Flamengo,2x0,Paysandu
436,2003,2003-10-18,Goiás,3x1,São Paulo
437,2003,2003-10-18,Guarani,2x0,Fluminense
438,2003,2003-10-19,Corinthians,3x0,Ponte Preta
439,2003,2003-10-19,Santos,3x2,Athletico PR
440,2003,2003-10-19,Paraná,4x0,Internacional
441,2003,2003-10-19,Criciúma,2x1,Vasco da Gama
442,2003,2003-10-19,Fortaleza,1x1,Figueirense
443,2003,2003-10-19,Vitória,0x0,São Caetano
444,2003,2003-10-19,Cruzeiro,1x2,Juventude
445,2003,2003-10-22,São Caetano,2x0,Coritiba
446,2003,2003-10-22,Figueirense,0x0,Flamengo
447,2003,2003-10-22,Fluminense,1x0,Corinthians
448,2003,2003-10-22,Ponte Preta,0x2,Goiás
449,2003,2003-10-22,Bahia,4x7,Santos
450,2003,2003-10-22,Athletico PR,1x2,Vitória
451,2003,2003-10-22,Internacional,1x0,Cruzeiro
452,2003,2003-10-23,Paysandu,4x0,Criciúma
453,2003,2003-10-23,Atlético MG,2x2,Paraná
454,2003,2003-10-23,Juventude,1x2,Grêmio
455,2003,2003-10-23,Vasco da Gama,1x1,Fortaleza
456,2003,2003-10-23,São Paulo,3x3,Guarani
457,2003,2003-10-25,Bahia,2x2,Fluminense
458,2003,2003-10-25,Cruzeiro,1x0,Figueirense
459,2003,2003-10-25,Coritiba,0x4,Santos
460,2003,2003-10-25,Ponte Preta,1x1,Vitória
461,2003,2003-10-26,Paysandu,1x0,Atlético MG
462,2003,2003-10-26,Paraná,3x3,Vasco da Gama
463,2003,2003-10-26,Flamengo,2x1,Grêmio
464,2003,2003-10-26,Corinthians,2x3,Athletico PR
465,2003,2003-10-26,São Caetano,0x1,São Paulo
466,2003,2003-10-26,Criciúma,2x2,Fortaleza
467,2003,2003-10-26,Internacional,0x0,Juventude
468,2003,2003-10-26,Goiás,3x0,Guarani
469,2003,2003-11-01,Guarani,3x2,Bahia
470,2003,2003-11-01,Athletico PR,1x0,São Caetano
471,2003,2003-11-01,Grêmio,0x2,Paraná
472,2003,2003-11-01,Fluminense,2x2,Ponte Preta
473,2003,2003-11-01,Atlético MG,1x1,Criciúma
474,2003,2003-11-02,São Paulo,1x0,Coritiba
475,2003,2003-11-02,Fortaleza,1x2,Cruzeiro
476,2003,2003-11-02,Vasco da Gama,0x1,Internacional
477,2003,2003-11-02,Figueirense,6x0,Paysandu
478,2003,2003-11-02,Vitória,3x4,Goiás
479,2003,2003-11-02,Santos,3x1,Corinthians
480,2003,2003-11-02,Juventude,2x2,Flamengo
481,2003,2003-11-05,Paysandu,1x2,Vasco da Gama
482,2003,2003-11-05,Juventude,3x1,Criciúma
483,2003,2003-11-05,São Paulo,1x0,Fluminense
484,2003,2003-11-05,Coritiba,1x0,Corinthians
485,2003,2003-11-05,Santos,3x1,Vitória
486,2003,2003-11-05,Cruzeiro,3x0,Grêmio
487,2003,2003-11-05,Internacional,1x1,Fortaleza
488,2003,2003-11-05,Paraná,1x1,Figueirense
489,2003,2003-11-06,Guarani,0x1,São Caetano
490,2003,2003-11-06,Bahia,1x0,Ponte Preta
491,2003,2003-11-06,Goiás,4x1,Athletico PR
492,2003,2003-11-06,Flamengo,3x2,Atlético MG
493,2003,2003-11-08,Fluminense,3x2,Coritiba
494,2003,2003-11-08,Criciúma,1x2,Paraná
495,2003,2003-11-08,Grêmio,2x0,Paysandu
496,2003,2003-11-09,Ponte Preta,3x4,Santos
497,2003,2003-11-09,Vitória,0x0,Guarani
498,2003,2003-11-09,Figueirense,2x1,Juventude
