id_match,season,data,horario,rodada,estadio,arbitro,publico,publico_max,home,away,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
1,2003,2003-03-29,08:00,1,Arena da Baixada,NA,NA,NA,Athletico PR,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2003,2003-03-29,08:00,1,Estádio Brinco de Ouro da Princesa,NA,NA,NA,Guarani,Vasco da Gama,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2003,2003-03-30,11:00,1,Neo Química Arena,NA,NA,NA,Corinthians,Atlético MG,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2003,2003-03-30,09:00,1,Estádio de Hailé Pinheiro,NA,NA,NA,Goiás,Paysandu,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2003,2003-03-30,09:00,1,Estádio Heriberto Hülse,NA,NA,NA,Criciúma,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2003,2003-03-30,09:00,1,Estádio Governador Magalhães Pinto,NA,NA,NA,Cruzeiro,São Caetano,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2003,2003-03-30,09:00,1,Estádio Jornalista Mário Filho,NA,NA,NA,Flamengo,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2003,2003-03-30,09:00,1,Estádio Governador Plácido Castelo,NA,NA,NA,Fortaleza,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2003,2003-03-30,09:00,1,Estádio Beira-Rio,NA,NA,NA,Internacional,Ponte Preta,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2003,2003-03-30,09:00,1,Estádio Alfredo Jaconi,NA,NA,NA,Juventude,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2003,2003-03-30,11:00,1,Estádio Urbano Caldeira,NA,NA,NA,Santos,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2003,2003-03-30,09:00,1,Estádio Manoel Barradas,NA,NA,NA,Vitória,Figueirense,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2003,2003-04-05,09:00,2,Estádio Jornalista Mário Filho,NA,NA,NA,Fluminense,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2003,2003-04-05,09:00,2,Estádio Raimundo Sampaio,NA,NA,NA,Atlético MG,Santos,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2003,2003-04-05,11:00,2,Arena do Grêmio,NA,NA,NA,Grêmio,Guarani,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2003,2003-04-05,09:00,2,Estádio Major Antônio Couto Pereira,NA,NA,NA,Coritiba,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2003,2003-04-06,09:00,2,Arena Fonte Nova,NA,NA,NA,Bahia,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2003,2003-04-06,11:00,2,Estádio São Januário,NA,NA,NA,Vasco da Gama,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2003,2003-04-06,09:00,2,Estádio Orlando Scarpelli,NA,NA,NA,Figueirense,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2003,2003-04-06,11:00,2,Estádio Cícero Pompeu de Toledo,NA,NA,NA,São Paulo,Cruzeiro,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2003,2003-04-06,09:00,2,Estádio Estadual Jornalista Edgar Augusto Proença,NA,NA,NA,Paysandu,Vitória,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2003,2003-04-06,09:00,2,Estádio Moisés Lucarelli,NA,NA,NA,Ponte Preta,Juventude,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2003,2003-04-06,09:00,2,Estádio Durival Britto e Silva,NA,NA,NA,Paraná,Athletico PR,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2003,2003-04-06,09:00,2,Estádio Municipal Anacleto Campanella,NA,NA,NA,São Caetano,Criciúma,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2003,2003-04-10,02:40,4,Estádio Estadual Jornalista Edgar Augusto Proença,NA,NA,NA,Paysandu,Santos,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2003,2003-04-12,09:00,3,Estádio Beira-Rio,NA,NA,NA,Internacional,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2003,2003-04-12,09:00,3,Arena da Baixada,NA,NA,NA,Athletico PR,Atlético MG,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2003,2003-04-12,11:00,3,Neo Química Arena,NA,NA,NA,Corinthians,Paysandu,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2003,2003-04-12,09:00,3,Estádio Urbano Caldeira,NA,NA,NA,Santos,Figueirense,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2003,2003-04-13,11:00,3,Estádio Governador Magalhães Pinto,NA,NA,NA,Cruzeiro,Ponte Preta,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2003,2003-04-13,09:00,3,Estádio Manoel Barradas,NA,NA,NA,Vitória,Vasco da Gama,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2003,2003-04-13,11:00,3,Estádio Jornalista Mário Filho,NA,NA,NA,Flamengo,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2003,2003-04-13,09:00,3,Estádio Heriberto Hülse,NA,NA,NA,Criciúma,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2003,2003-04-13,09:00,3,Estádio Governador Plácido Castelo,NA,NA,NA,Fortaleza,São Caetano,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2003,2003-04-13,09:00,3,Estádio Alfredo Jaconi,NA,NA,NA,Juventude,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2003,2003-04-13,09:00,3,Estádio Brinco de Ouro da Princesa,NA,NA,NA,Guarani,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2003,2003-04-13,09:00,3,Estádio de Hailé Pinheiro,NA,NA,NA,Goiás,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2003,2003-04-17,02:40,4,Estádio Municipal Anacleto Campanella,NA,NA,NA,São Caetano,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2003,2003-04-17,02:40,4,Estádio São Januário,NA,NA,NA,Vasco da Gama,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2003,2003-04-17,01:30,4,Arena Fonte Nova,NA,NA,NA,Bahia,Juventude,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2003,2003-04-17,01:30,4,Arena do Grêmio,NA,NA,NA,Grêmio,Vitória,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2003,2003-04-17,02:40,4,Estádio Major Antônio Couto Pereira,NA,NA,NA,Coritiba,Cruzeiro,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2003,2003-04-17,01:30,4,Estádio Raimundo Sampaio,NA,NA,NA,Atlético MG,Guarani,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2003,2003-04-17,01:30,4,Estádio Orlando Scarpelli,NA,NA,NA,Figueirense,Athletico PR,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2003,2003-04-17,01:30,4,Estádio Moisés Lucarelli,NA,NA,NA,Ponte Preta,Criciúma,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2003,2003-04-18,01:30,4,Estádio Jornalista Mário Filho,NA,NA,NA,Fluminense,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2003,2003-04-18,01:30,4,Estádio Durival Britto e Silva,NA,NA,NA,Paraná,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2003,2003-04-18,01:30,4,Estádio Cícero Pompeu de Toledo,NA,NA,NA,São Paulo,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2003,2003-04-19,11:00,5,Estádio Jornalista Mário Filho,NA,NA,NA,Flamengo,Santos,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2003,2003-04-19,09:00,5,Arena Fonte Nova,NA,NA,NA,Bahia,Atlético MG,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2003,2003-04-19,09:00,5,Estádio Municipal Anacleto Campanella,NA,NA,NA,São Caetano,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2003,2003-04-20,09:00,5,Estádio Cícero Pompeu de Toledo,NA,NA,NA,São Paulo,Vasco da Gama,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2003,2003-04-20,11:00,5,Estádio Jornalista Mário Filho,NA,NA,NA,Fluminense,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2003,2003-04-20,11:00,5,Estádio Governador Magalhães Pinto,NA,NA,NA,Cruzeiro,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2003,2003-04-20,09:00,5,Estádio Beira-Rio,NA,NA,NA,Internacional,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2003,2003-04-20,09:00,5,Estádio Moisés Lucarelli,NA,NA,NA,Ponte Preta,Paysandu,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2003,2003-04-20,09:00,5,Estádio Governador Plácido Castelo,NA,NA,NA,Fortaleza,Athletico PR,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2003,2003-04-20,09:00,5,Estádio Alfredo Jaconi,NA,NA,NA,Juventude,Vitória,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,2003,2003-04-20,09:00,5,Estádio Heriberto Hülse,NA,NA,NA,Criciúma,Guarani,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2003,2003-04-22,01:30,5,Estádio Major Antônio Couto Pereira,NA,NA,NA,Coritiba,Figueirense,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2003,2003-04-26,09:00,6,Estádio Raimundo Sampaio,NA,NA,NA,Atlético MG,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,2003,2003-04-26,09:00,6,Estádio Durival Britto e Silva,NA,NA,NA,Paraná,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2003,2003-04-26,11:00,6,Estádio Brinco de Ouro da Princesa,NA,NA,NA,Guarani,Cruzeiro,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2003,2003-04-26,09:00,6,Estádio Manoel Barradas,NA,NA,NA,Vitória,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2003,2003-04-27,09:00,6,Arena do Grêmio,NA,NA,NA,Grêmio,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2003,2003-04-27,09:00,6,Neo Química Arena,NA,NA,NA,Corinthians,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2003,2003-04-27,11:00,6,Estádio São Januário,NA,NA,NA,Vasco da Gama,São Caetano,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2003,2003-04-27,09:00,6,Estádio de Hailé Pinheiro,NA,NA,NA,Goiás,Juventude,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2003,2003-04-27,11:00,6,Estádio Estadual Jornalista Edgar Augusto Proença,NA,NA,NA,Paysandu,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2003,2003-04-27,09:00,6,Estádio Urbano Caldeira,NA,NA,NA,Santos,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2003,2003-04-27,09:00,6,Arena da Baixada,NA,NA,NA,Athletico PR,Criciúma,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2003,2003-04-27,09:00,6,Estádio Orlando Scarpelli,NA,NA,NA,Figueirense,Ponte Preta,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2003,2003-05-03,09:00,7,Arena Fonte Nova,NA,NA,NA,Bahia,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2003,2003-05-03,11:00,7,Estádio Governador Magalhães Pinto,NA,NA,NA,Cruzeiro,Athletico PR,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2003,2003-05-03,09:00,7,Estádio Jornalista Mário Filho,NA,NA,NA,Flamengo,Vitória,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2003,2003-05-04,09:00,7,Estádio Major Antônio Couto Pereira,NA,NA,NA,Coritiba,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2003,2003-05-04,11:00,7,Estádio Heriberto Hülse,NA,NA,NA,Criciúma,Santos,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2003,2003-05-04,11:00,7,Estádio Jornalista Mário Filho,NA,NA,NA,Fluminense,Vasco da Gama,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2003,2003-05-04,09:00,7,Estádio Governador Plácido Castelo,NA,NA,NA,Fortaleza,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2003,2003-05-04,09:00,7,Estádio Beira-Rio,NA,NA,NA,Internacional,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2003,2003-05-04,09:00,7,Estádio Alfredo Jaconi,NA,NA,NA,Juventude,Guarani,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,2003,2003-05-04,09:00,7,Estádio Moisés Lucarelli,NA,NA,NA,Ponte Preta,Atlético MG,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2003,2003-05-04,09:00,7,Estádio Municipal Anacleto Campanella,NA,NA,NA,São Caetano,Paysandu,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2003,2003-05-04,09:00,7,Estádio Cícero Pompeu de Toledo,NA,NA,NA,São Paulo,Figueirense,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2003,2003-05-10,11:00,8,Neo Química Arena,NA,NA,NA,Corinthians,Criciúma,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2003,2003-05-10,09:00,8,Estádio de Hailé Pinheiro,NA,NA,NA,Goiás,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2003,2003-05-10,09:00,8,Estádio Durival Britto e Silva,NA,NA,NA,Paraná,Ponte Preta,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2003,2003-05-10,09:00,8,Estádio Urbano Caldeira,NA,NA,NA,Santos,Cruzeiro,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2003,2003-05-11,09:00,8,Estádio Raimundo Sampaio,NA,NA,NA,Atlético MG,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2003,2003-05-11,09:00,8,Arena da Baixada,NA,NA,NA,Athletico PR,Juventude,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2003,2003-05-11,09:00,8,Estádio Orlando Scarpelli,NA,NA,NA,Figueirense,São Caetano,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2003,2003-05-11,11:00,8,Arena do Grêmio,NA,NA,NA,Grêmio,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2003,2003-05-11,09:00,8,Estádio Brinco de Ouro da Princesa,NA,NA,NA,Guarani,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2003,2003-05-11,09:00,8,Estádio Estadual Jornalista Edgar Augusto Proença,NA,NA,NA,Paysandu,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2003,2003-05-11,09:00,8,Estádio São Januário,NA,NA,NA,Vasco da Gama,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2003,2003-05-11,09:00,8,Estádio Manoel Barradas,NA,NA,NA,Vitória,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2003,2003-05-17,11:00,9,Estádio Alfredo Jaconi,NA,NA,NA,Juventude,Santos,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2003,2003-05-17,09:00,9,Estádio Jornalista Mário Filho,NA,NA,NA,Fluminense,Figueirense,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2003,2003-05-17,09:00,9,Estádio Municipal Anacleto Campanella,NA,NA,NA,São Caetano,Atlético MG,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2003,2003-05-18,09:00,9,Arena Fonte Nova,NA,NA,NA,Bahia,Paysandu,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2003,2003-05-18,11:00,9,Estádio Cícero Pompeu de Toledo,NA,NA,NA,São Paulo,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2003,2003-05-18,09:00,9,Estádio Major Antônio Couto Pereira,NA,NA,NA,Coritiba,Vasco da Gama,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2003,2003-05-18,09:00,9,Estádio Heriberto Hülse,NA,NA,NA,Criciúma,Vitória,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2003,2003-05-18,09:00,9,Estádio Governador Magalhães Pinto,NA,NA,NA,Cruzeiro,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2003,2003-05-18,11:00,9,Estádio Jornalista Mário Filho,NA,NA,NA,Flamengo,Guarani,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
